meta_prompt,vanilla_prompt,n1,obj1,n2,obj2,synthetic_prompt
"In one sentence, Describe a real scene about 5 kite and 4 tennis racket.",5 kite and 4 tennis racket,5,kite,4,tennis racket,five colorful kites are flying in the sky while four tennis rackets are resting on the grass below.
"In one sentence, Describe a real scene about 4 traffic light and 5 car.",4 traffic light and 5 car,4,traffic light,5,car,"five cars are stopped at a four-way intersection, waiting for the traffic lights to turn green."
"In one sentence, Describe a real scene about 5 carrot and 5 airplane.",5 carrot and 5 airplane,5,carrot,5,airplane,five carrots are sitting in a row on a runway while five airplanes fly above them in the sky.
"In one sentence, Describe a real scene about 4 kite and 5 broccoli.",4 kite and 5 broccoli,4,kite,5,broccoli,four kites of various colors and shapes are soaring in the sky above a field of five broccoli plants.
"In one sentence, Describe a real scene about 4 airplane and 5 suitcase.",4 airplane and 5 suitcase,4,airplane,5,suitcase,"four airplanes are lined up on the runway, each with five suitcases loaded onto them."
"In one sentence, Describe a real scene about 5 dining table and 4 remote.",5 dining table and 4 remote,5,dining table,4,remote,"five people are gathered around five dining tables, each with a remote in their hand, chatting and laughing."
"In one sentence, Describe a real scene about 5 sandwich and 5 dog.",5 sandwich and 5 dog,5,sandwich,5,dog,"five people are sitting around a picnic table eating sandwiches while five dogs run around, barking and playing."
"In one sentence, Describe a real scene about 5 truck and 5 clock.",5 truck and 5 clock,5,truck,5,clock,"five trucks are parked in a circle around five large clocks, ticking away the seconds."
"In one sentence, Describe a real scene about 5 baseball bat and 4 skis.",5 baseball bat and 4 skis,5,baseball bat,4,skis,five baseball bats and four skis are lying side-by-side on the grass in a sunny backyard.
"In one sentence, Describe a real scene about 5 truck and 4 couch.",5 truck and 4 couch,5,truck,4,couch,"five trucks and four couches are lined up in a parking lot, waiting to be loaded and transported to their respective destinations."
"In one sentence, Describe a real scene about 5 sink and 4 elephant.",5 sink and 4 elephant,5,sink,4,elephant,"five sinks are lined up against a wall, while four elephants drink from them."
"In one sentence, Describe a real scene about 4 bed and 5 tv.",4 bed and 5 tv,4,bed,5,tv,"four beds are arranged in a room, with five televisions mounted on the walls."
"In one sentence, Describe a real scene about 5 scissors and 4 suitcase.",5 scissors and 4 suitcase,5,scissors,4,suitcase,five scissors lay scattered around four suitcases that were opened and partially packed.
"In one sentence, Describe a real scene about 5 microwave and 5 bird.",5 microwave and 5 bird,5,microwave,5,bird,"five microwaves are beeping in unison as five birds fly overhead, chirping in harmony."
"In one sentence, Describe a real scene about 5 bicycle and 5 toilet.",5 bicycle and 5 toilet,5,bicycle,5,toilet,"five bicycles are lined up in a row outside of a public restroom, which has five toilets inside."
"In one sentence, Describe a real scene about 5 umbrella and 4 orange.",5 umbrella and 4 orange,5,umbrella,4,orange,five umbrellas and four oranges are sitting on a picnic blanket in a park on a sunny day.
"In one sentence, Describe a real scene about 4 toothbrush and 4 cell phone.",4 toothbrush and 4 cell phone,4,toothbrush,4,cell phone,four people are brushing their teeth with their toothbrushes while simultaneously talking on their cell phones.
"In one sentence, Describe a real scene about 5 skateboard and 5 baseball glove.",5 skateboard and 5 baseball glove,5,skateboard,5,baseball glove,five skateboarders are practicing tricks in a park while five baseball players catch and throw with their gloves nearby.
"In one sentence, Describe a real scene about 4 book and 5 keyboard.",4 book and 5 keyboard,4,book,5,keyboard,"there are four books stacked on a desk next to five keyboards, with a few cords connecting them."
"In one sentence, Describe a real scene about 4 cat and 4 baseball bat.",4 cat and 4 baseball bat,4,cat,4,baseball bat,four cats are batting around four baseball bats in a backyard.
"In one sentence, Describe a real scene about 5 hair drier and 4 backpack.",5 hair drier and 4 backpack,5,hair drier,4,backpack,five people are simultaneously using hair driers while four others are packing up their backpacks to leave.
"In one sentence, Describe a real scene about 4 sandwich and 5 bottle.",4 sandwich and 5 bottle,4,sandwich,5,bottle,"four people are sitting around a table, each with their own sandwich and a bottle of their favorite drink."
"In one sentence, Describe a real scene about 4 donut and 4 bottle.",4 donut and 4 bottle,4,donut,4,bottle,"four bottles and four donuts sitting on a kitchen counter, ready to be enjoyed."
"In one sentence, Describe a real scene about 4 person and 4 bottle.",4 person and 4 bottle,4,person,4,bottle,"four people are gathered around a table, each holding a bottle of beer and laughing together."
"In one sentence, Describe a real scene about 4 backpack and 4 boat.",4 backpack and 4 boat,4,backpack,4,boat,four people are carrying backpacks while walking along a beach towards four boats waiting in the water.
"In one sentence, Describe a real scene about 5 bench and 4 zebra.",5 bench and 4 zebra,5,bench,4,zebra,"five benches are scattered around a grassy area, while four zebras graze nearby."
"In one sentence, Describe a real scene about 4 bus and 5 skateboard.",4 bus and 5 skateboard,4,bus,5,skateboard,four buses and five skateboarders are weaving in and out of traffic on a busy city street.
"In one sentence, Describe a real scene about 4 backpack and 5 handbag.",4 backpack and 5 handbag,4,backpack,5,handbag,"four backpacks and five handbags are strewn across a store display table, with customers browsing through them."
"In one sentence, Describe a real scene about 4 refrigerator and 5 hair drier.",4 refrigerator and 5 hair drier,4,refrigerator,5,hair drier,"four refrigerators and five hair dryers are lined up against a wall in a large room, buzzing and humming in unison."
"In one sentence, Describe a real scene about 5 cat and 4 remote.",5 cat and 4 remote,5,cat,4,remote,"five cats are playing with four remotes, pushing buttons and chasing the lights and sounds that the remotes make."
"In one sentence, Describe a real scene about 4 remote and 4 hot dog.",4 remote and 4 hot dog,4,remote,4,hot dog,"four people are sitting around a picnic table in a park, each enjoying a hot dog while chatting and laughing remotely over video chat."
"In one sentence, Describe a real scene about 5 frisbee and 5 bottle.",5 frisbee and 5 bottle,5,frisbee,5,bottle,five people are playing frisbee in a park while five others are sitting on a blanket drinking from bottles of soda.
"In one sentence, Describe a real scene about 4 bear and 4 backpack.",4 bear and 4 backpack,4,bear,4,backpack,"four bears are standing around four backpacks filled with food, looking at each other in anticipation."
"In one sentence, Describe a real scene about 5 hair drier and 4 apple.",5 hair drier and 4 apple,5,hair drier,4,apple,five people are using hair dryers to dry their hair while four people are eating apples.
"In one sentence, Describe a real scene about 5 book and 4 bird.",5 book and 4 bird,5,book,4,bird,there are five books on the table and four birds chirping in the background.
"In one sentence, Describe a real scene about 4 dining table and 5 snowboard.",4 dining table and 5 snowboard,4,dining table,5,snowboard,"five snowboarders are gathered around four dining tables, enjoying a meal and conversation after a long day of snowboarding."
"In one sentence, Describe a real scene about 4 banana and 5 car.",4 banana and 5 car,4,banana,5,car,there are 4 bananas and 5 cars parked in a row in a sunny parking lot.
"In one sentence, Describe a real scene about 5 broccoli and 4 car.",5 broccoli and 4 car,5,broccoli,4,car,five broccoli stalks are sitting in the backseat of a four-door sedan.
"In one sentence, Describe a real scene about 4 hair drier and 4 scissors.",4 hair drier and 4 scissors,4,hair drier,4,scissors,four hairdressers are using four hair dryers and four scissors to style their clients' hair.
"In one sentence, Describe a real scene about 4 boat and 4 knife.",4 boat and 4 knife,4,boat,4,knife,"four boats are floating in the water, with four knives glinting in the sunlight nearby."
"In one sentence, Describe a real scene about 4 bed and 5 donut.",4 bed and 5 donut,4,bed,5,donut,"four beds are arranged in a circle around five donuts placed in the center, tempting everyone with the sweet smell of freshly baked treats."
"In one sentence, Describe a real scene about 5 traffic light and 5 giraffe.",5 traffic light and 5 giraffe,5,traffic light,5,giraffe,"five giraffes are standing in a line, patiently waiting at the five traffic lights that are changing from red to green."
"In one sentence, Describe a real scene about 4 orange and 5 fork.",4 orange and 5 fork,4,orange,5,fork,"four oranges are sitting on a table, each with a fork stuck into them."
"In one sentence, Describe a real scene about 4 donut and 5 sports ball.",4 donut and 5 sports ball,4,donut,5,sports ball,four donuts and five sports balls are scattered across a picnic table in a park on a sunny day.
"In one sentence, Describe a real scene about 5 sports ball and 5 carrot.",5 sports ball and 5 carrot,5,sports ball,5,carrot,"five sports balls are scattered around a room, while five carrots are lined up in a row on a nearby table."
"In one sentence, Describe a real scene about 4 bird and 5 horse.",4 bird and 5 horse,4,bird,5,horse,four birds are perched atop five horses grazing in a meadow on a sunny day.
"In one sentence, Describe a real scene about 4 mouse and 4 toaster.",4 mouse and 4 toaster,4,mouse,4,toaster,"four mice are running around a kitchen countertop, trying to avoid four toasters that are popping up pieces of toast."
"In one sentence, Describe a real scene about 5 surfboard and 4 spoon.",5 surfboard and 4 spoon,5,surfboard,4,spoon,"five surfboards are sitting on the beach, with four spoons scattered around them."
"In one sentence, Describe a real scene about 4 fire hydrant and 4 donut.",4 fire hydrant and 4 donut,4,fire hydrant,4,donut,"four fire hydrants stand in a row, each surrounded by four colorful donuts."
"In one sentence, Describe a real scene about 4 refrigerator and 4 donut.",4 refrigerator and 4 donut,4,refrigerator,4,donut,"four refrigerators are lined up against a wall, each containing a variety of freshly made donuts."
